Sample ID,Accession,Domain,Phylum,Class,Order,Family,Genus,Species,E value,Max score,Total score,Query from,Query to,Hit from,Hit to,Identity,Positive,Similarity[%],Coverage[%],Query length
p-39-08-1,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,17,511,1,495,495,495,100,51.6,960
p-39-08-2,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,894.899,484,8,501,6,497,491,491,99.4,54.1,913
p-40-04,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,21,524,2,504,500,500,99.2,54,933
p-40-05,HQ728325.1.1503,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus sp. SIX2(2011),0,905.979,490,20,521,33,534,499,499,99.4,50.9,987
p-40-06,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,21,524,2,504,500,500,99.2,55.9,902
p-41-06-1,JX290561.1.1471,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,7.38E-29,132.232,71,17,102,14,100,82,82,95.3,17,505
p-41-06-2,KC920584.1.1487,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Shigella sp. 09-A2,0,872.739,472,8,506,6,504,492,492,98.6,52,959
p-41-07,JAHJ01000001.85.1633,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis EnGen0404,0,917.059,496,12,522,34,545,508,508,99.4,56.5,904
p-41-08,HQ641405.1.1457,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,31,531,15,513,498,498,99.4,55.7,900
p-41-09-1,KT260804.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,872.739,472,15,497,2,486,481,481,99.6,52.1,927
p-41-09-2,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,3,520,2,519,512,512,98.8,54.6,948
p-41-10,JQ388684.1.1477,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,926.292,501,8,511,7,511,504,504,100,51.8,973
p-45-01,KX073794.1.1446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,922.598,499,3,517,5,518,510,510,99,43.8,1176
p-45-02,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,14,511,37,534,498,498,100,54.5,913
p-45-05-1,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,881.972,477,12,492,9,488,480,480,99.8,47.4,1014
p-45-05-2,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,15,518,15,518,502,502,99.6,54.3,929
p-45-07,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,1,505,1,507,503,503,99.6,51,990
p-49-01,JQ607477.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,bacterium NLAE-zl-P679,0,649.294,351,13,457,2,432,415,415,93.3,52.2,853
p-49-02,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,16,513,37,534,498,498,100,40.8,1221
p-49-03,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,15,510,15,510,496,496,100,49,1013
p-49-06,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,891.205,482,6,491,4,488,485,485,99.8,47.8,1016
p-49-07,KP789330.1.1437,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,894.899,484,5,496,3,494,489,489,99.4,43.4,1133
p-49-08,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,876.432,474,10,486,9,485,476,476,99.8,45.7,1044
p-49-09,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,874.586,473,18,490,13,485,473,473,100,42.8,1105
Tf-01-01,BALO01000089.33.1557,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella algae JCM 21037 = NBRC 103173,0,846.886,458,1,497,29,525,487,487,98,32,1553
Tf-01-02,JX905206.1.1506,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. Org,0,881.972,477,8,513,21,522,498,498,98.4,31.4,1614
Tf-01-03,KU711814.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,737.934,399,19,493,1,473,450,450,94.7,93,511
Tf-01-08,KC121356.1.1432,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. JNU-J033,0,857.966,464,19,498,7,484,475,475,99,34,1410
Tf-01-09,KT260812.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,865.352,468,18,496,1,476,476,476,99.4,37.7,1272
Tf-01-10,KR866070.1.1208,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Morganella morganii subsp. morganii,0,797.026,431,28,495,26,497,460,460,98.3,29.6,1579
Tf-01-14,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,870.892,471,16,502,12,497,482,482,99,49.8,978
Tf-01-16,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,867.199,469,18,510,10,497,486,486,98.6,50.5,976
Tf-02-02,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,20,514,2,496,494,494,99.8,93,532
Tf-02-11,KT260812.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,20,505,1,485,483,483,99.4,52.9,919
Tf-02-12,ACKO02000016.29479.31007,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria,Neisseria sicca ATCC 29256,0,747.167,404,30,491,57,523,448,448,97,27,1709
Tf-02-13,,,,,,,,,,,,,,,,,,,,
Tf-03-08,X96966.1.1487,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Shigella dysenteriae,0,793.333,429,12,483,27,503,463,463,98.1,42.1,1120
Tf-04-03,HQ721257.1.1497,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,0,883.819,478,22,526,21,520,497,497,98.4,49.8,1014
Tf-05-04-1,KM030258.1.1472,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,uncultured Enterococcus sp.,0,918.905,497,24,527,17,519,502,502,99.6,51.3,983
Tf-05-05,KM978216.1.1441,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,1.77E-174,616.055,333,43,528,16,501,440,440,90.5,91.4,532
Tf-06-01,,,,,,,,,,,,,,,,,,,,
Tf-06-10,HQ748575.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured organism,8.92E-73,278.118,150,44,434,46,440,322,322,82.4,77.7,503
Tf-06-12,KY655126.1.1219,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,881.972,477,18,504,11,496,484,484,99.4,53.5,911
Tf-07-01,KT260812.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,885.665,479,19,503,1,485,483,483,99.6,49,990
Tf-07-02,KF956381.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. piscicida (causative agent of fish,0,904.132,489,21,517,11,509,496,496,99.8,49.9,996
Tf-08-02,BANU01000043.280.1788,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,Gordonia sihwensis NBRC 108236,0,828.419,448,16,476,39,503,460,460,99.8,53.4,863
Tf-08-03-1,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,870.892,471,13,490,9,485,476,476,99.6,51.1,936
Tf-08-03-2,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,905.979,490,19,508,13,502,490,490,100,49.4,991
Tf-08-04-1,FJ557400.1.1401,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria,uncultured bacterium,0,870.892,471,15,505,35,527,486,486,99,51.2,959
Tf-08-04-2,KT260812.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,18,503,1,485,483,483,99.4,50.6,960
Tf-09-04-2,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,885.665,479,14,502,9,496,486,486,99.4,50.4,970
Tf-11-10,LC027448.1.1402,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. NIASMII,5.17E-105,385.223,208,23,495,1,471,388,388,82,92.9,509
Tf-11-11,KF070955.1.1346,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,uncultured bacterium,3.52E-07,60.2131,32,288,340,295,347,46,46,86.8,10.5,504
Tf-12-04,KT260812.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,20,505,1,485,483,483,99.4,49,992
Tf-12-05,AWAW01000022.192651.194180,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli UMEA 3041-1,0,837.653,453,14,499,39,524,477,477,98.1,32.4,1501
Tf-12-07,KT260812.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,18,503,1,485,483,483,99.4,51.4,946
Tf-13-01,,,,,,,,,,,,,,,,,,,,
Tf-13-07,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,22,523,13,514,500,500,99.6,47.5,1057
Tf-13-08,KY962893.1.1385,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,12,507,6,501,495,495,99.8,43,1153
Tf-14-01,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,20,520,13,513,499,499,99.6,52.4,956
Tf-14-02-3,KJ803869.1.1429,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,876.432,474,13,502,2,489,485,485,99,46.3,1059
Tf-14-03,LN568395.1.1378,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,uncultured bacterium,1.28E-36,158.086,85,70,443,75,459,288,288,77,70.6,530
Tf-14-04,FJ672448.1.1407,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,uncultured bacterium,0,881.972,477,16,516,36,537,496,496,99,49.5,1013
Tf-14-07,ASDZ01000031.2185.3733,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis ATCC 6055,0,865.352,468,15,516,37,536,494,494,98.4,29.1,1725
Tf-14-07,KF856726.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter celer,4.07E-91,339.057,183,14,387,27,396,315,315,84.2,73.8,507
Tf-14-08,AWEL01000011.276895.278424,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli UMEA 4075-1,0,885.665,479,16,507,38,527,488,488,99.2,52,947
Tf-14-12-1,KJ803869.1.1429,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,872.739,472,17,504,3,489,483,483,99,51.3,952
Tf-14-12-2,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,16,511,15,510,496,496,100,39.6,1254
Tf-14-13,KT260804.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,874.586,473,13,505,1,490,487,487,98.8,45.2,1090
Tf-14-14,KP340438.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,872.739,472,12,489,12,489,476,476,99.6,37,1292
Tf-15-02,,,,,,,,,,,,,,,,,,,,
Tf-15-02,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,15,520,15,519,503,503,99.4,47.8,1058
Tf-15-09,KJ803869.1.1429,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,870.892,471,18,507,2,489,484,484,98.8,53.2,921
Tf-15-09,KY655127.1.1260,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,854.272,462,15,489,7,480,471,471,99.2,42.8,1110
Tf-15-10,KF956381.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. piscicida (causative agent of fish,0,902.285,488,16,503,11,498,488,488,100,46.7,1046
Tf-15-10,KJ585674.1.1468,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,27,529,1,502,501,501,99.6,50.8,990
Tf-15-11,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,19,509,2,492,491,491,100,48.2,1018
Tf-15-12-1,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,14,519,15,519,503,503,99.4,40.4,1252
Tf-15-12-2,KP789330.1.1437,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,874.586,473,21,511,7,495,485,485,98.8,40.8,1202
Tf-15-13,,,,,,,,,,,,,,,,,,,,
Tf-15-14-2,KC920584.1.1487,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Shigella sp. 09-A2,0,874.586,473,13,506,10,504,489,489,99,41,1204
Tf-16-02,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,18,510,39,531,493,493,100,32,1543
Tf-16-03,KX671997.1.1470,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,859.812,465,12,505,12,508,488,488,98.8,25.6,1930
Tf-16-09,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,887.512,480,12,491,9,488,480,480,100,38.9,1235
Tf-16-11,EU878340.1.1552,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,uncultured bacterium,0,907.825,491,13,511,35,536,499,499,100,42.8,1166
Tf-16-12,KT260804.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,881.972,477,12,498,1,486,485,485,99.6,46.3,1052
Tf-16-13,HQ748119.1.1434,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured organism,3.68E-12,76.8329,41,252,313,236,297,56,56,90.3,11.7,528
Ap-01-04,AP014855.3941883.3943424,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia albertii,0,870.892,471,19,498,51,530,478,478,99.6,31.8,1510
Ap-01-05,AP014855.3941883.3943424,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia albertii,0,859.812,465,17,490,51,524,472,472,99.6,40.2,1178
Ap-01-07,AP014855.3941883.3943424,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia albertii,0,857.966,464,20,505,51,534,480,480,98.8,25.9,1876
Ap-01-25,AP014855.3941883.3943424,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia albertii,0,872.739,472,19,506,51,536,484,484,99.2,35.8,1363
Ap-04-03,KF425516.1.1524,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,Ornithinibacillus contaminans,0,691.767,374,14,524,34,547,468,468,91.6,95.2,537
Ap-04-06,JQ205117.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter,uncultured bacterium,0,870.892,471,6,495,10,503,487,487,99.4,44.3,1106
Ap-04-07-2,KM013932.1.1459,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,0,904.132,489,6,500,1,495,493,493,99.6,33.1,1494
Ap-06-16,KU221439.1.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,bacterium R12,0,872.739,472,11,497,11,497,482,482,99,32.4,1505
Ap-07-01-2,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,13,515,11,515,503,503,100,34.1,1474
Ap-07-01,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,935.525,506,12,524,10,520,511,511,99.6,32.6,1572
Ap-07-02,JN603238.1.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio azureus,0,902.285,488,7,504,7,503,495,495,99.4,39.1,1274
Ap-07-03,KP862622.1.1501,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,bacterium SJD,0,935.525,506,11,523,10,520,511,511,99.6,34.8,1474
Ap-08-01,EU636013.1.1432,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Antarctic bacterium L1,0,902.285,488,18,511,1,494,492,492,99.6,30.9,1598
Ap-10-04,EU636013.1.1432,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Antarctic bacterium L1,0,904.132,489,29,521,8,499,492,492,99.8,33.6,1466
Ap-10-05,KT260804.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,889.359,481,12,499,1,486,486,486,99.6,37.3,1309
Ap-11-03,CP016043.715424.716974,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella hoshinae,0,883.819,478,11,506,44,540,493,493,99.4,34.5,1436
Ap-11-04-2,KP340438.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,878.279,475,11,497,10,497,484,484,99.4,33.7,1444
Ap-11-04,HQ169124.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,876.432,474,17,496,1,481,479,479,99.8,30.7,1561
Ap-11-06,JQ205117.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter,uncultured bacterium,0,859.812,465,13,503,15,507,485,485,98.8,23.6,2083
Ap-11-08,HQ169124.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,17,502,1,485,483,483,99.4,36.7,1325
Ap-11-09,KU711814.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,671.454,363,14,504,1,488,450,450,91.6,96.8,507
Ap-11-10,KJ803936.1.1442,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp. CCFM8379,0,891.205,482,6,493,5,492,486,486,99.6,32.4,1505
Ap-12-07,KU711814.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,652.988,353,18,507,3,488,445,445,90.8,96.1,510
Ap-12-11,KC692183.1.1501,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,926.292,501,5,514,4,513,508,508,99.6,32.6,1563
Ap-12-12,KC789872.1.1506,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella ictaluri,1.00E-171,606.821,328,17,498,44,529,434,434,90,95.8,503
Ap-13-04,JQ208618.1.1448,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,uncultured bacterium,1.24E-145,521.875,282,225,558,261,592,319,319,95.5,20.8,1604
Ap-14-06,ADAZ01000142.350.1872,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli TA271,0,857.966,464,16,505,39,524,483,483,98.6,33.5,1461
Ap-16-01,JQ475217.1.1386,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,uncultured bacterium,0,852.426,461,12,484,35,507,470,470,99.4,29.9,1581
Ap-16-02,CP000970.232907.234448,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli SMS-3-5,0,867.199,469,19,494,51,525,474,474,99.6,29.2,1628
Ap-16-03,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,924.445,500,16,522,12,517,505,505,99.6,17.7,2858
Ap-16-04,JQ215733.1.1343,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,uncultured bacterium,0,654.834,354,21,491,21,492,436,436,92.6,39.9,1179
Ap-16-05,CP000970.232907.234448,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli SMS-3-5,0,887.512,480,7,504,37,534,493,493,99,28,1780
Ap-17-01,KT260804.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,883.819,478,18,508,1,490,487,487,99.2,43.4,1132
Ap-17-02,HM295256.1.1369,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium,1.90E-104,383.377,207,40,511,38,513,388,388,82.2,90.9,519
Ap-17-03,KT260804.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,889.359,481,13,500,1,486,486,486,99.6,36.4,1340
Ap-17-04,JQ215733.1.1343,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,uncultured bacterium,0,654.834,354,20,490,21,492,436,436,92.6,42.2,1116
Ap-17-05,KC920584.1.1487,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Shigella sp. 09-A2,0,872.739,472,1,498,1,500,492,492,98.8,34.3,1451
Ap-18-02,JQ207170.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter,uncultured bacterium,4.52E-179,632.674,342,48,504,54,509,420,420,91.9,34.4,1328
Ap-18-03,JQ208616.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,uncultured bacterium,2.81E-157,560.655,303,213,558,247,591,332,332,96,20.1,1722
Ap-18-04,KF842625.1.1404,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium,0,893.052,483,12,506,35,529,493,493,99.6,44,1126
Ap-18-05,JQ215733.1.1343,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,uncultured bacterium,0,649.294,351,13,482,21,492,435,435,92.6,37.8,1242
Ap-18-06,JQ451307.1.1395,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,uncultured bacterium,1.11E-91,340.904,184,11,481,38,510,385,385,81.7,94.4,499
Ap-18-07,HM021523.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium,0,870.892,471,14,493,9,488,478,478,99.6,29.6,1619
